SLPID,ExpiryDate,SLPID_owner,principal_certificate,ApproveDate
HIDF21000103,2022-06-10T00:00:00,TOPCON POSITIONING ASIA (MALAYSIA) SDN BHD,TOPCON CORPORATION,2021-06-11T00:00:00
CIDF21000156,2022-09-16T00:00:00,KAMSTRUP ASIA PACIFIC SDN BHD,KAMSTRUP A/S,2021-09-17T00:00:00
HIDF15000377,2022-01-14T00:00:00,BASIC GATEWAY SDN. BHD.,INFINET WIRELESS LTD,2015-07-15T00:00:00
HIDF15000533,2020-04-17T00:00:00,TT DOTCOM SDN. BHD.,TEJAS NETWORKS INDIA LTD,2015-10-30T00:00:00
HIDF21000102,2022-06-09T00:00:00,VIKING LIFE-SAVING EQUIPMENT (M) SDN. BHD.,"ACR ELECTRONICS, INC.",2021-06-10T00:00:00
HIDF20000193,2021-10-19T00:00:00,FEHM ENTITY SDN BHD,"ACR ELECTRONICS, INC.",2020-10-20T00:00:00
HIDF16000010,2022-08-11T00:00:00,LSH RACING WORLD (M) SDN BHD,"SENA TECHNOLOGIES INC.,",2016-01-14T00:00:00
HIDF16000013,2022-06-09T00:00:00,SERVEX (MALAYSIA) SDN. BHD.,OKI DATA (S) PTE.LTD.,2016-01-20T00:00:00
HIDF15000504,2016-10-05T00:00:00,STAR TECH DISTRIBUTION,SHENZHEN GAOKE ELECTRONICS CO.LTD.,2015-10-06T00:00:00
HIDF15000269,2022-07-14T00:00:00,O'CONNOR'S ENGINEERING SDN. BHD.,TIDELAND SIGNAL CORPORATION,2015-06-16T00:00:00
HIDM15000361,2021-01-29T00:00:00,SAPURA THALES ELECTRONICS SDN. BHD.,SAPURA ELECTRONICS INDUSTRIES SDN. BHD.,2015-07-07T00:00:00
HIDF15000283,2016-06-17T00:00:00,INTERNATIONAL AERADIO (M) SDN BHD,THALES ATM NAVIGATION GMBH,2015-06-18T00:00:00
HIDF15000284,2019-07-11T00:00:00,SWG FINE WATCHES SDN. BHD.,VERTU LTD,2015-06-18T00:00:00
HIDF18000177,2021-12-01T00:00:00,ALPHATRON MARINE SYSTEMS SDN. BHD.,JAPAN RADIO CO. LTD (JRC),2018-07-31T00:00:00
CIDF15000289,2022-08-08T00:00:00,HITACHI CONSTRUCTION MACHINERY (MALAYSIA) SDN BHD,HITACHI CONSTRUCTION MACHINERY CO LTD.,2015-06-22T00:00:00
CIDF15000289,2016-07-26T00:00:00,MULTICO (M) SDN BHD,HITACHI CONSTRUCTION MACHINERY CO LTD.,2015-07-27T00:00:00
HIDF15000210,2021-11-08T00:00:00,DIVERSIFIED GATEWAY BERHAD,PARADYNE CORPORATION INC.,2015-06-03T00:00:00
HIDF15000211,2021-08-20T00:00:00,ORANGE BUSINESS SERVICES MALAYSIA SDN BHD,PARADYNE CORPORATION INC.,2015-06-03T00:00:00
HIDF16000254,2018-12-14T00:00:00,VOXYN MEDIA SOLUTION SDN. BHD.,"ALPINE ELECTRONICS OF ASIA PACIFIC CO., LTD.",2016-12-09T00:00:00
HIDF15000425,2021-11-25T00:00:00,DATAFM SDN BHD,CERT INFO TRACK TELEMATICS SYTEMS PTE. LTD.,2015-08-12T00:00:00
HIDF17000249,2018-11-29T00:00:00,TEKNIK JOHAN TELECOMMUNICATION SDN. BHD,"FLUIDMESH NETWORK , INC.",2017-11-30T00:00:00
HIDF15000526,2021-01-28T00:00:00,GHL TRANSACT SDN. BHD.,VERIFONE INC.,2015-10-27T00:00:00
HIDF16000025,2018-08-24T00:00:00,SARAWAK INFORMATION SYSTEMS SDN. BHD.,JASON ELECTRONICS PTE LTD,2016-02-02T00:00:00
CIDF17000166,2021-01-21T00:00:00,NIHON KOHDEN MALAYSIA SDN. BHD.,NIHON KOHDEN CORPORATION,2017-08-16T00:00:00
CIDF17000166,2018-11-09T00:00:00,KK AXIS (M) SDN BHD,NIHON KOHDEN CORPORATION,2017-11-10T00:00:00
CIDF17000166,2019-04-03T00:00:00,TMI MEDIK GROUP SDN BHD,NIHON KOHDEN CORPORATION,2018-04-04T00:00:00
CIDF17000166,2022-01-11T00:00:00,MEDANTS TECHNOLOGY SDN BHD,NIHON KOHDEN CORPORATION,2021-01-12T00:00:00
CIDF17000166,2022-03-18T00:00:00,TECSEN TECHNOLOGIES SDN BHD,NIHON KOHDEN CORPORATION,2021-03-19T00:00:00
HIDF15000210,2021-11-08T00:00:00,DIVERSIFIED GATEWAY BERHAD,MAIPU COMMUNICATION TECHNOLOGY CO.LTD,2015-06-03T00:00:00
HIDF15000081,2022-05-18T00:00:00,YTL COMMUNICATIONS SDN BHD,"FIBERHOME INTERNATIONAL TECHNOLOGIES CO., LTD",2015-04-02T00:00:00
HIDM15000119,2022-05-20T00:00:00,CSE AUTOMOTIVE TECHNOLOGIES SDN. BHD.,COBRA AUTOMOTIVE TECHNOLOGIES S.P.A,2015-04-22T00:00:00
HIDF19000205,2020-09-26T00:00:00,MANAGEPAY SYSTEMS BERHAD,COSHIP ELECTRONICS CO. LTD.,2019-09-27T00:00:00
HIDF16000108,2022-05-09T00:00:00,KRIZIK (MALAYSIA) SDN. BHD.,CINTERION WIRELESS MODULE GMBH,2016-06-06T00:00:00
HIDF15000416,2021-08-10T00:00:00,TOPCON INSTRUMENTS (MALAYSIA) SDN. BHD.,SOKKIA TOPCON CO. LTD,2015-08-03T00:00:00
HIDF15000347,2021-04-28T00:00:00,BCREST SDN. BHD.,ABELL INDUSTRIES CO.LTD.,2015-07-02T00:00:00
HIDF16000039,2018-03-27T00:00:00,SPRINGLAB DISTRIBUTION SDN. BHD.,ALCATEL-LUCENT USA INC,2016-02-23T00:00:00
HIDF15000548,2018-05-03T00:00:00,ANISE ASIA CLOUD SDN. BHD.,UAB TELTONIKA,2015-11-12T00:00:00
HIDF20000072,2021-04-20T00:00:00,TRACKPROGPS SDN BHD,UAB TELTONIKA,2020-04-21T00:00:00
HIDF20000080,2022-05-02T00:00:00,TELTONIKA MALAYSIA SDN BHD,UAB TELTONIKA,2020-04-30T00:00:00
CIDF15000137,2016-04-29T00:00:00,HONDA MALAYSIA SDN BHD,MITSUBISHI ELECTRIC CORP. SANDA WORKS,2015-04-30T00:00:00
HIDF15000269,2022-07-14T00:00:00,O'CONNOR'S ENGINEERING SDN. BHD.,NAUTEL LIMITED,2015-06-16T00:00:00
CIDF16000055,2018-03-20T00:00:00,AUTOLIV HIROTAKO SRS SDN BHD ,"AUTOLIV ASP, INC.",2016-03-22T00:00:00
HIDF16000190,2017-09-19T00:00:00,REXACO ENGINEERING SDN BHD,CCOM COMMUNICATIONS TECHNOLOGY CO LTD,2016-09-20T00:00:00
HIDF15000379,2020-05-13T00:00:00,FDS NETWORKS (M) SDN BHD,CCOM COMMUNICATIONS TECHNOLOGY CO LTD,2015-07-15T00:00:00
HIDF18000114,2019-05-13T00:00:00,OPTIK PRIMA SDN BHD,FUJIKURA LIMITED,2018-05-14T00:00:00
HIDF17000207,2018-10-16T00:00:00,OMRON ELECTRONICS SDN BHD,"OMRON CORPORATION ,",2017-10-17T00:00:00
HIDF15000269,2022-07-14T00:00:00,O'CONNOR'S ENGINEERING SDN. BHD.,"TAIT ELECTRONICS LTD,",2015-06-16T00:00:00
HIDF15000259,2022-07-08T00:00:00,CATACOMM CORPORATION SDN. BHD.,"AD-NET TECHNOLOGY CO., LTD",2015-06-15T00:00:00
CIDF15000123,2021-04-17T00:00:00,Q MAN TRADING SDN. BHD.,DOLBY LABORATORIES INC.,2015-04-23T00:00:00
CIDF15000123,2021-06-14T00:00:00,AUDEONET (M) SDN BHD,DOLBY LABORATORIES INC.,2020-06-15T00:00:00
CIDF15000540,2016-11-02T00:00:00,ECS PERICOMP SDN. BHD.,VOCOLLECT INC.,2015-11-03T00:00:00
HIDF16000201,2021-09-21T00:00:00,MDT INNOVATIONS SDN. BHD.,ATID CO. LTD.,2016-10-06T00:00:00
HIDF15000065,2020-08-01T00:00:00,OMTEL COMMUNICATION,QIXIANG ELECTRON SCIENCE TECHNOLOGY CO. LTD,2015-03-24T00:00:00
HIDF15000440,2019-05-15T00:00:00,J & C PACIFIC SDN BHD,FUNCTION ATI (HUIZHOU) TELECOMMUNICATION CO. LTD.,2015-08-18T00:00:00
HIDF15000176,2021-08-26T00:00:00,EKTECH COMMUNICATIONS SDN. BHD.,TELDAT S.A,2015-05-25T00:00:00
HIDF15000163,2021-12-20T00:00:00,TAN CHONG & SONS MOTOR CO. SDN BHD,2F F - NISSAN EBISU BLDG . 3 - 16 - 3,2015-05-19T00:00:00
HIDF15000511,2019-12-06T00:00:00,TAN CHONG EKSPRES AUTO SERVIS SDN BHD,2F F - NISSAN EBISU BLDG . 3 - 16 - 3,2015-10-13T00:00:00
CIDF15000243,2019-04-05T00:00:00,SUPREME LANDMOBILE & WIRELESS CORPORATION SDN. BHD.,UNIMO TECHNOLOGY CO. LTD,2015-06-10T00:00:00
HIDF15000414,2022-01-04T00:00:00,RIGNET SDN BHD,CODAN (UK)  LTD,2015-08-03T00:00:00
HIDF19000188,2020-09-11T00:00:00,COMINTEL SYSTEM TECHNOLOGIES SDN BHD,SEPURA LIMITED,2019-09-12T00:00:00
CIDF15000575,2016-12-15T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,"MULTI-TECH SYSTEMS, INC.",2015-12-16T00:00:00
HIDF15000410,2016-07-29T00:00:00,FJT COMMUNICATIONS SYSTEMS SDN. BHD,"TECOM CO., LTD",2015-07-30T00:00:00
HIDF16000054,2018-03-20T00:00:00,MUZZAM TEKNOLOGI (M) SDN BHD,TEAM SIMOCO LIMITED,2016-03-22T00:00:00
HIDF15000415,2016-08-02T00:00:00,TC SUBARU SDN. BHD.,CALSONIC KANSEI CORP,2015-08-03T00:00:00
CIDF15000268,2016-06-15T00:00:00,METRICDATA CORPORATION SDN BHD,"BIXOLON CO., LTD.",2015-06-16T00:00:00
CIDF15000268,2017-06-14T00:00:00,SEKTOR DISTRIBUTORS SDN. BHD.,"BIXOLON CO., LTD.",2015-06-16T00:00:00
CIDF15000268,2016-06-15T00:00:00,FENSITECH,"BIXOLON CO., LTD.",2015-06-16T00:00:00
CIDF15000268,2016-06-15T00:00:00,INTER-REGISTER COMMUNICATIONS (M) SDN BHD,"BIXOLON CO., LTD.",2015-06-16T00:00:00
CIDF15000268,2016-06-15T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,"BIXOLON CO., LTD.",2015-06-16T00:00:00
HIDF19000152,2020-08-04T00:00:00,FITNESS IDEAS SDN BHD,FITNESS AUDIO NETWORK P/L,2019-08-05T00:00:00
HIDF15000446,2016-08-19T00:00:00,ATIEN INDUSTRIES SDN.BHD,AURIC COMMUNICATIONS PVT. LTD.,2015-08-20T00:00:00
HIDF17000081,2018-04-27T00:00:00,BORNEO INDAH SDN BHD,NIKON CORPORATION (CHIYODA-KU),2017-04-28T00:00:00
HIDF21000006,2022-01-19T00:00:00,FUTUROMIC PHOTO AV SDN BHD,NIKON CORPORATION (CHIYODA-KU),2021-01-20T00:00:00
HIDF18000190,2019-08-12T00:00:00,LOCKSWITCH SDN. BHD.,RAYTAC CORPORATION,2018-08-13T00:00:00
CIDF16000200,2020-10-13T00:00:00,SAPURA - LTAT COMMUNICATION TECHNOLOGIES SDN BHD,"EID, EMPRESA DE INVESTIGAACAO",2016-10-04T00:00:00
CIDF15000460,2016-08-26T00:00:00,SAPURA - LTAT COMMUNICATION TECHNOLOGIES SDN BHD,"EID, EMPRESA DE INVESTIGAACAO",2015-08-27T00:00:00
HIDF15000269,2022-07-14T00:00:00,O'CONNOR'S ENGINEERING SDN. BHD.,FEDERAL SIGNAL,2015-06-16T00:00:00
CIDF15000346,2022-08-06T00:00:00,NETSTAR ADVANCED SYSTEMS SDN BHD,ALTECH NETSTAR (PTY) LIMITED,2015-07-02T00:00:00
HIDF18000019,2022-04-12T00:00:00,ECODE TECHNOLOGIES SDN BHD,ACCTON TECHNOLOGY CORPORATION / ACCTON WIRELESS BROADBAND CORP.,2018-01-22T00:00:00
HIDF16000038,2020-06-26T00:00:00,EMERSON PROCESS MANAGEMENT MANUFACTURING (M) SDN BHD,ROSEMOUNT,2016-02-18T00:00:00
HIDF15000251,2022-08-22T00:00:00,ANGKASA TEKNIK (MIRI),TECOMART,2015-06-11T00:00:00
HIDF21000062,2022-04-06T00:00:00,DIGISELECT (M) SDN. BHD.,SATEL OY,2021-04-07T00:00:00
HIDF19000094,2022-02-23T00:00:00,ENTHU TECHNOLOGY SDN BHD,MAESTRO WIRELESS SOLUTIONS LIMITED.,2019-05-31T00:00:00
HIDF19000213,2021-10-07T00:00:00,VECTOR INFOTECH SDN. BHD.,MAESTRO WIRELESS SOLUTIONS LIMITED.,2019-10-09T00:00:00
HIDF16000003,2018-04-04T00:00:00,HSA ASIA SDN BHD,MAESTRO WIRELESS SOLUTIONS LIMITED.,2016-01-08T00:00:00
HIDF15000019,2022-08-15T00:00:00,GVS TECHNOLOGY SDN BHD,TYMIN INDUSTRIES LIMITED,2015-03-05T00:00:00
HIDF17000069,2021-02-16T00:00:00,TAMICO BELL MALAYSIA SDN BHD,SENNHEISER ELECTRONIC GMBH & CO. KG,2017-04-12T00:00:00
HIDF17000026,2022-06-09T00:00:00,ADT SERVICES (M) SDN BHD,SENSORMATIC ELECTRONICS CORPORATION,2017-02-15T00:00:00
HIDF15000037,2022-08-12T00:00:00,EXCELNEX INTEGRATED SDN.BHD,MOXA INC.,2015-03-19T00:00:00
CIDF15000530,2019-02-26T00:00:00,BITTELASIA ELECTRONICS SDN BHD,"SHANDONG BITTEL ELECTRONICS CO., LTD.",2015-10-29T00:00:00
HIDM15000203,2017-06-14T00:00:00,PAN-INTERNATIONAL ELECTRONICS (M) SDN BHD,PACE PLC,2015-06-03T00:00:00
HIDF15000254,2021-08-06T00:00:00,E-ONE TECHNOLOGY SDN BHD,AWIND INC,2015-06-12T00:00:00
HIDF15000474,2016-09-08T00:00:00,GLOBAL TECHSYSTEM SDN BHD,"ALLIED TELESIS, INC.",2015-09-09T00:00:00
HIDF16000176,2017-08-24T00:00:00,WAFINA COMMUNICATION,"CHANG BAO INDUSTRIAL CO., LTD",2016-08-25T00:00:00
HIDF15000171,2022-04-25T00:00:00,VOLVO CAR MALAYSIA SDN.BHD,DELPHI AUTOMOTIVE SYSTEMS,2015-05-21T00:00:00
HIDM15000030,2022-05-20T00:00:00,PANASONIC AVC NETWORKS JOHOR MALAYSIA SDN. BHD.,PANASONIC AVC NETWORKS JOHOR MALAYSIA SDN. BHD.,2015-03-19T00:00:00
HIDF18000022,2021-09-22T00:00:00,REACH TEN MULTIMEDIA SDN BHD,"OPNET TECHNOLOGIES CO., LTD.",2018-01-24T00:00:00
HIDF15000322,2017-06-24T00:00:00,LEADCOM (M) SDN. BHD.,FIBER LOGIC COMMUNICATIONS INC.,2015-06-26T00:00:00
HIDM15000102,2022-08-17T00:00:00,WHEELS ELECTRONICS MANUFACTURING SDN. BHD.,WHEELS ELECTRONICS MANUFACTURING  SDN. BHD.,2015-04-15T00:00:00
HIDF19000096,2020-06-09T00:00:00,LESOSHOPPE SDN BHD,MITUTOYO CORPORATION,2019-06-10T00:00:00
HIDF19000066,2021-05-07T00:00:00,REGION SUPPLIERS SDN. BHD.,MITUTOYO CORPORATION,2019-04-25T00:00:00
HIDF19000050,2020-03-20T00:00:00,MITUTOYO (MALAYSIA) SENDIRIAN BERHAD,MITUTOYO CORPORATION,2019-03-21T00:00:00
CIDF15000223,2016-06-04T00:00:00,EMERSON PROCESS MANAGEMENT (MALAYSIA) SDN. BHD.,EMERSON PROCESS MANAGEMENT,2015-06-05T00:00:00
HIDF15000430,2022-03-11T00:00:00,CARESTREAM HEALTH MALAYSIA SDN BHD,CARESTREAM HEALTH INC.,2015-08-14T00:00:00
HIDF15000201,2020-11-12T00:00:00,VEGASARI TEKNOLOGI SDN. BHD.,MEDIA5 CORPORATION,2015-06-02T00:00:00
HIDF19000146,2020-07-31T00:00:00,SUZUKI ASSEMBLERS MALAYSIA SDN BHD,"ASAHI DENSO CO., LTD",2019-08-01T00:00:00
HIDF19000156,2020-08-07T00:00:00,CMC SOLUTIONS (M) SDN BHD,ENGENIUS NETWORKS SINGAPORE PTE. LTD,2019-08-08T00:00:00
HIDF18000064,2022-03-15T00:00:00,COMMAXION SDN BHD,"SCHMIDT & CO., (HK) LTD (TAIWAN BRANCH)",2018-03-19T00:00:00
HIDF15000409,2016-07-29T00:00:00,TOTAL COMMUNICATIONS SDN. BHD.,NORSAT INTERNATIONAL INC,2015-07-30T00:00:00
CIDF20000007,2021-01-15T00:00:00,SISMA AUTO SDN. BHD.,LEAR CORPORATION,2020-01-16T00:00:00
HIDF15000197,2021-11-15T00:00:00,NETREGY SYSTEMS SDN BHD,"YEASTAR TECHNOLOGY CO., LTD.",2015-05-29T00:00:00
HIDF17000164,2018-08-14T00:00:00,MHE-DEMAG LOGISTICS MALAYSIA SDN. BHD.,"SAN JOSE TECHNOLOGY, INC",2017-08-15T00:00:00
HIDF17000172,2018-08-22T00:00:00,HYUNDAI HEAVY INDUSTRIES CO. LTD.,SAMSUNG ELECTRONICS LTD.,2017-08-23T00:00:00
HIDF16000080,2022-05-04T00:00:00,ROCHE DIAGNOSTICS (MALAYSIA) SDN BHD,ROCHE DIAGNOSTICS GMBH,2016-04-27T00:00:00
HIDF20000105,2021-06-18T00:00:00,KAWASAKI MOTORS (MALAYSIA) SDN. BHD.,"MITSUBISHI ELECTRIC CORPORATION, HIMEJI WORKS",2020-06-19T00:00:00
CIDF17000063,2019-05-29T00:00:00,IIT DISTRIBUTION,"YSOFT CORPORATION, A.S.",2017-04-04T00:00:00
HIDF17000094,2022-05-26T00:00:00,QUANTUM GADGETS SDN BHD,AMAZON KINDLE,2017-05-16T00:00:00
HIDF17000091,2021-11-12T00:00:00,GENNEX TECHNOLOGY MALAYSIA SDN BHD ,QUECTEL WIRELESS SOLUTIONS COMPANY LIMITED,2017-05-12T00:00:00
HIDF16000204,2017-10-10T00:00:00,GROWAVE SDN BHD,SUNWAVE COMMUNICATIONS CO. LTD,2016-10-11T00:00:00
HIDF21000165,2022-09-30T00:00:00,GLOBAL NET INITIATIVES SDN BHD,SUNWAVE COMMUNICATIONS CO. LTD,2021-10-01T00:00:00
HIDF15000281,2016-06-16T00:00:00,RADII ELECTRONICS SDN BHD,RICO PTE LTD,2015-06-17T00:00:00
CIDF17000184,2018-09-04T00:00:00,IIT DISTRIBUTION,HUF HULSBECK & FURST GMBH & CO. KG,2017-09-05T00:00:00
HIDF15000230,2017-06-06T00:00:00,ALURTENAGA SDN. BHD.,ALCATEL LUCENT ENTERPRISE,2015-06-08T00:00:00
HIDF15000231,2022-06-14T00:00:00,ALURTENAGA SMB SDN. BHD.,ALCATEL LUCENT ENTERPRISE,2015-06-08T00:00:00
HIDF15000049,2022-03-12T00:00:00,TRISILCO RADIANCE COMMUNICATIONS SDN. BHD.,AVAYA SINGAPORE PTE. LTD.,2015-03-19T00:00:00
HIDF15000585,2022-04-25T00:00:00,ADVANSOFT SDN BHD,ECOM INSTRUMENTS (SEA) PTE. LTD.,2015-12-21T00:00:00
HIDF16000206,2021-02-25T00:00:00,GREEN PACKET BERHAD,GREEN PACKET BERHAD TAIWAN BRANCH,2016-10-13T00:00:00
HIDF15000503,2021-10-21T00:00:00,PROSOFT TECHNOLOGY (ASIA PACIFIC) SENDIRIAN BERHAD,"PROSOFT TECHNOLOGY , INC",2015-10-06T00:00:00
HIDF15000303,2021-12-23T00:00:00,ACA PACIFIC TECHNOLOGY (M) SDN. BHD,RUCKUS WIRELESS  INC,2015-06-23T00:00:00
HIDF16000196,2019-10-15T00:00:00,INFOWORK SYSTEMS SDN. BHD.,RUCKUS WIRELESS  INC,2016-09-27T00:00:00
CIDF15000005,2016-02-01T00:00:00,TEST7,CHINA,2015-02-02T00:00:00
CIDF15000453,2020-01-08T00:00:00,INFORMARK SDN. BHD.,INFOMARK.,2015-08-24T00:00:00
CIDF15000453,2020-09-02T00:00:00,YTL COMMUNICATIONS SDN BHD,INFOMARK.,2015-08-24T00:00:00
CIDF15000335,2019-05-06T00:00:00,EMERSON PROCESS MANAGEMENT (MALAYSIA) SDN. BHD.,EMERSON PROCESS MANAGEMENT.,2015-06-30T00:00:00
CIDF15000488,2016-09-20T00:00:00,JUNI MALAYSIA SDN BHD,"JUNI KOREA CO., LTD",2015-09-21T00:00:00
HIDF15000499,2016-09-28T00:00:00,INTERNATIONAL AERADIO (M) SDN BHD,PARK AIR SYSTEM LIMITED,2015-09-29T00:00:00
HIDF15000542,2022-04-13T00:00:00,INTERNATIONAL AERADIO (M) SDN BHD,PARK AIR SYSTEM LIMITED,2015-11-04T00:00:00
CIDF15000158,2017-10-25T00:00:00,SYSCOM (M) SDN BHD,SYSTEMS TECHNOLOGY PTE LTD,2015-05-14T00:00:00
HIDF15000135,2018-05-01T00:00:00,SENSORLINK HOLDINGS SDN BHD,PLANET TECHNOLOGY CORPORATION,2015-04-29T00:00:00
HIDF15000269,2022-07-14T00:00:00,O'CONNOR'S ENGINEERING SDN. BHD.,AXCESS,2015-06-16T00:00:00
HIDF15000423,2017-09-06T00:00:00,CEGAK TEKNOLOGI SDN BHD,ITALY,2015-08-10T00:00:00
HIDF21000159,2022-09-22T00:00:00,CONNECTEX SDN BHD,"COOLER MASTER CO., LTD",2021-09-23T00:00:00
CIDF19000104,2021-06-16T00:00:00,VNETWORK SYSTEM SDN. BHD.,AVAYA,2019-06-17T00:00:00
HIDM15000040,2016-03-18T00:00:00,SHARP ROXY SALES & SERVICE COMPANY  (M) SDN. BHD.,Sharp Corporation(Nara),2015-03-19T00:00:00
CIDF15000064,2018-05-15T00:00:00,SHARP ROXY SALES & SERVICE COMPANY  (M) SDN. BHD.,Sharp Corporation(Nara),2015-03-24T00:00:00
CIDF15000064,2022-05-17T00:00:00,SHARP ELECTRONICS (M) SDN BHD,Sharp Corporation(Nara),2018-04-12T00:00:00
HIDF15000449,2016-08-20T00:00:00,RIGNET SDN BHD,COMTECH EF DATA CORPORATION,2015-08-21T00:00:00
HIDF15000269,2022-07-14T00:00:00,O'CONNOR'S ENGINEERING SDN. BHD.,CODAN,2015-06-16T00:00:00
HIDF15000043,2022-04-05T00:00:00,YAMAHA MUSIC (MALAYSIA) SDN. BHD.,YAMAHA CORPOPRATION,2015-03-19T00:00:00
HIDF17000003,2018-01-11T00:00:00,DIGITAL IT SOLUTIONS SDN. BHD.,ELMO COMPANY LTD.,2017-01-12T00:00:00
HIDF15000017,2022-03-01T00:00:00,CANON MARKETING (MALAYSIA) SDN. BHD.,CANON INC.,2015-03-05T00:00:00
HIDF15000214,2021-08-18T00:00:00,AUDEONET (M) SDN BHD,"CLEARONE COMMUNICATIONS, INC.",2015-06-03T00:00:00
HIDF16000257,2022-02-09T00:00:00,YOKOGAWA ELECTRIC (MALAYSIA) SDN BHD,YOKOGAWA,2016-12-20T00:00:00
HIDF15000587,2021-07-21T00:00:00,YOKOGAWA KONTROL (M)  SDN. BHD.,YOKOGAWA,2015-12-23T00:00:00
HIDF16000184,2022-07-26T00:00:00,RACOM ELECTRONICS SDN. BHD.,YOKOGAWA,2016-09-07T00:00:00
HIDF18000169,2021-01-05T00:00:00,100 VALUE DISTRIBUTION SDN BHD,BELKIN INTERNATIONAL INC,2018-07-20T00:00:00
CIDF15000447,2019-08-05T00:00:00,BUILD TECHNOLOGY SUPPLY SDN. BHD.,D-LINK CORPORATION,2018-08-06T00:00:00
HIDF21000022,2022-02-04T00:00:00,ADVANCE JUPITER SDN BHD,D-LINK CORPORATION,2021-02-05T00:00:00
CIDF15000447,2021-01-06T00:00:00,ROBERT BOSCH SDN BHD,D-LINK CORPORATION,2020-01-07T00:00:00
HIDF15000147,2022-05-20T00:00:00,ADVANCENET TECHNOLOGY SDN. BHD.,D-LINK CORPORATION,2015-05-08T00:00:00
CIDF15000447,2022-09-01T00:00:00,ADVANCENET TECHNOLOGY SDN. BHD.,D-LINK CORPORATION,2015-08-20T00:00:00
CIDF15000447,2018-09-07T00:00:00,LAB SEVEN (M) SDN.BHD.,D-LINK CORPORATION,2015-08-20T00:00:00
HIDF15000188,2016-05-26T00:00:00,TEN TEN TELECOMMUNICATIONS SDN. BHD.,TCT MOBILE INTERNATIONAL LIMITED,2015-05-27T00:00:00
HIDF15000269,2022-07-14T00:00:00,O'CONNOR'S ENGINEERING SDN. BHD.,FURUNO,2015-06-16T00:00:00
HIDF15000381,2017-08-18T00:00:00,PIXELATED PLT,TELTONIKA UAB,2015-07-21T00:00:00
HIDF18000057,2019-03-07T00:00:00,CROWN EQUIPMENT SDN. BHD.,CROWN EQUIPMENT CORPORATION,2018-03-08T00:00:00
HIDF15000383,2022-03-09T00:00:00,BENQ SERVICE & MARKETING (M) SDN. BHD.,QISDA CORPORATION,2015-07-22T00:00:00
HIDF15000537,2022-02-22T00:00:00,HISENSE (MALAYSIA) SDN BHD,HISENSE INTERNATIONAL CO. LTD.,2015-11-02T00:00:00
HIDF16000243,2017-11-23T00:00:00,QUATRIZ SYSTEM SDN BHD,"MITSUBISHI HEAVY INDUSTRIES , LTD.",2016-11-24T00:00:00
HIDF15000526,2021-01-28T00:00:00,GHL TRANSACT SDN. BHD.,VERIFONE INC. (CALIFORNIA),2015-10-27T00:00:00
HIDM17000083,2021-01-09T00:00:00,RF IDENT SDN BHD,ASIA PRINTED CIRCUIT,2017-05-04T00:00:00
HIDF15000085,2022-06-09T00:00:00,GLOBAL INVACOM SDN. BHD.,GLOBAL INVACOM LTD.,2015-04-07T00:00:00
HIDF18000064,2022-03-15T00:00:00,COMMAXION SDN BHD,OPTION N.V.,2018-03-19T00:00:00
CIDF15000489,2022-05-23T00:00:00,MLS TECHNOLOGIES ENTERPRISE,KEMILINKS INTERNATIONAL PTE LTD,2015-09-22T00:00:00
HIDF15000547,2021-11-11T00:00:00,EDMI METERS SDN BHD,EDMI LIMITED,2015-11-09T00:00:00
HIDF15000269,2022-07-14T00:00:00,O'CONNOR'S ENGINEERING SDN. BHD.,SOUTHERN AVIONICS COMPANY,2015-06-16T00:00:00
HIDF16000113,2020-12-17T00:00:00,MSB TECHNOLOGY (MALAYSIA) SDN BHD,SHENZHEN PAKITE TECHNOLOGY CO. LTD.,2016-06-13T00:00:00
HIDF15000428,2022-06-14T00:00:00,ROBERT BOSCH SDN BHD,ROBERT BOSCH (SEA) PTE LTD,2015-08-13T00:00:00
HIDF15000198,2016-05-28T00:00:00,SUZUKI MALAYSIA AUTOMOBILE SDN. BHD.,OMRON CORPORATION,2015-05-29T00:00:00
HIDM20000205,2021-11-04T00:00:00,JAAVIN ELECTRONIC SOLUTION SDN BHD,MIMOS BERHAD,2020-11-05T00:00:00
HIDF17000138,2018-07-23T00:00:00,AMAG ASIA SDN BHD,LONGREACH GROUP HOLDINGS PTY LTD,2017-07-24T00:00:00
HIDF15000250,2019-06-06T00:00:00,AMAG ASIA SDN BHD,LONGREACH GROUP HOLDINGS PTY LTD,2015-06-11T00:00:00
HIDF20000055,2022-08-11T00:00:00,V-SERIES INTERNATIONAL SDN BHD,SUMMIT,2020-03-19T00:00:00
HIDF16000051,2022-03-09T00:00:00,REMOTEK ENGINEERING SDN BHD,REMOTEK CORPORATION,2016-03-15T00:00:00
CIDF15000121,2022-01-28T00:00:00,ECS ASTAR SDN. BHD.,MICROSOFT CORPORATION,2015-04-22T00:00:00
CIDF15000121,2022-01-28T00:00:00,INGRAM MICRO MALAYSIA SDN. BHD.,MICROSOFT CORPORATION,2015-04-22T00:00:00
HIDF15000073,2022-03-29T00:00:00,LG ELECTRONICS (M) SDN. BHD.,LG ELECTRONICS INC,2015-03-27T00:00:00
